,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,GDP Value
383,CAN,GDP,TOT,USD_CAP,A,1997,25156.15005
384,CAN,GDP,TOT,USD_CAP,A,1998,26197.93292
385,CAN,GDP,TOT,USD_CAP,A,1999,27745.751310000003
386,CAN,GDP,TOT,USD_CAP,A,2000,29265.22148
387,CAN,GDP,TOT,USD_CAP,A,2001,30133.352280000003
388,CAN,GDP,TOT,USD_CAP,A,2002,30854.82303
389,CAN,GDP,TOT,USD_CAP,A,2003,32224.01572
390,CAN,GDP,TOT,USD_CAP,A,2004,33815.11907
391,CAN,GDP,TOT,USD_CAP,A,2005,36212.643560000004
392,CAN,GDP,TOT,USD_CAP,A,2006,38009.87218
393,CAN,GDP,TOT,USD_CAP,A,2007,39441.96499
394,CAN,GDP,TOT,USD_CAP,A,2008,40277.618239999996
395,CAN,GDP,TOT,USD_CAP,A,2009,38791.071039999995
396,CAN,GDP,TOT,USD_CAP,A,2010,40027.20436
397,CAN,GDP,TOT,USD_CAP,A,2011,41565.25893
398,CAN,GDP,TOT,USD_CAP,A,2012,42145.10409
399,CAN,GDP,TOT,USD_CAP,A,2013,44101.430589999996
400,CAN,GDP,TOT,USD_CAP,A,2014,45519.87193
401,CAN,GDP,TOT,USD_CAP,A,2015,44647.37135
402,CAN,GDP,TOT,USD_CAP,A,2016,44819.49802
403,CAN,GDP,TOT,USD_CAP,A,2017,46704.89203
404,CZE,GDP,TOT,MLN_USD,A,1990,130887.0652
405,CZE,GDP,TOT,MLN_USD,A,1991,119535.1853
406,CZE,GDP,TOT,MLN_USD,A,1992,121640.7514
407,CZE,GDP,TOT,MLN_USD,A,1993,124611.9953
408,CZE,GDP,TOT,MLN_USD,A,1994,130966.405
409,CZE,GDP,TOT,MLN_USD,A,1995,142015.8324
410,CZE,GDP,TOT,MLN_USD,A,1996,150399.0401
411,CZE,GDP,TOT,MLN_USD,A,1997,151716.3194
412,CZE,GDP,TOT,MLN_USD,A,1998,153326.7984
413,CZE,GDP,TOT,MLN_USD,A,1999,157590.9647
414,CZE,GDP,TOT,MLN_USD,A,2000,166011.2852
415,CZE,GDP,TOT,MLN_USD,A,2001,179496.6089
416,CZE,GDP,TOT,MLN_USD,A,2002,185474.0896
417,CZE,GDP,TOT,MLN_USD,A,2003,198015.9171
418,CZE,GDP,TOT,MLN_USD,A,2004,212167.0967
419,CZE,GDP,TOT,MLN_USD,A,2005,224201.3809
420,CZE,GDP,TOT,MLN_USD,A,2006,243476.788
421,CZE,GDP,TOT,MLN_USD,A,2007,269009.2528
422,CZE,GDP,TOT,MLN_USD,A,2008,289157.1486
423,CZE,GDP,TOT,MLN_USD,A,2009,288193.5936
424,CZE,GDP,TOT,MLN_USD,A,2010,290082.5272
425,CZE,GDP,TOT,MLN_USD,A,2011,302260.2358
426,CZE,GDP,TOT,MLN_USD,A,2012,305309.3707
427,CZE,GDP,TOT,MLN_USD,A,2013,320535.0972
428,CZE,GDP,TOT,MLN_USD,A,2014,339582.5988
429,CZE,GDP,TOT,MLN_USD,A,2015,352963.1754
430,CZE,GDP,TOT,MLN_USD,A,2016,366767.8612
